id,name,created_at,launched_at,deadline,currency,backers_count,static_usd_rate,pledged,usd_pledged,goal,city,state,country,source_url,staff_pick,status
 952844010  ,Hydrate Edge | Hydration Monitoring Wearable (Canceled),7/2/2013,8/30/2016,10/14/2016,USD,15,1,1748,1748,75000,Salt Lake City,"UT,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1299500496  ,"Flyfit - Smart Ankle Tracker For Fitness, Cycling & Swimming",10/30/2013,2/13/2014,3/25/2014,USD,942,1,123817.49,123817.49,90000,San Francisco,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1613449735  ,KOR-FX Gaming Vest: 4DFX Haptic Feedback System,1/30/2014,6/9/2014,7/24/2014,USD,1202,1,183449.14,183449.14,75000,Cambridge,"MA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 273890115  ,"ProfileMyRun:  Run the Right Way, Run the Natural Way",4/30/2014,10/10/2014,11/9/2014,USD,18,1,1529,1529,50000,Palo Alto,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 353045033  ,365 DAZE - Apple Watch minimal wallpapers,5/9/2014,10/19/2018,11/24/2018,CAD,7,0.76665011,42.29,32.4216332,365,Toronto,"ON,""type""",Canada,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 159764729  ,KYMIRA Sport: The Most Advanced Reactive Sports Apparel,6/18/2014,8/17/2014,9/17/2014,GBP,64,1.66936547,5137,8575.53042,5000,Reading,"England,""type""",United Kingdom,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 906749645  ,UV Anti-Cancer Melanoma Skin Protection James Prattas Co,7/30/2014,10/5/2014,11/1/2014,USD,5,1,96,96,50000,Captain Cook,"HI,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 661560435  ,DAZLN: NFC Nails that Light Up Holiday Parties!,9/24/2014,11/4/2014,11/29/2014,USD,9,1,726,726,10000,Hong Kong,"Hong Kong Island,""type""",Hong Kong,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 439377345  ,Vivir Wearable Technology - Heated Fitness Apparel,10/5/2014,1/26/2015,3/6/2015,USD,25,1,6473,6473,22500,San Diego,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1253217418  ,jmpLite - The first human powered safety light for runners,10/6/2014,11/4/2014,12/14/2014,USD,101,1,3863,3863,50000,Phoenix,"AZ,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 375787146  ,3D My Kicks - 3dmykicks.com,10/14/2014,10/31/2014,11/30/2014,USD,1,1,37,37,62000,New Orleans,"LA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 946017695  ,"Sole Spa, pedicure while you walk!!! (Canceled)",10/25/2014,11/7/2014,1/6/2015,USD,0,1,0,0,50000,Wallingford,"CT,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1320781728  ,iPhanny,10/25/2014,10/29/2014,11/28/2014,USD,8,1,65,65,5000,Indianapolis,"IN,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1950299864  ,Fineck: The World’s First Wearable Device For Your Neck,11/3/2014,11/26/2014,1/10/2015,USD,387,1,31655,31655,20000,Beijing,"Beijing,""type""",China,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 431595117  ,CHIPS® - Universal Bluetooth Wireless All-In-One Headphones,11/12/2014,12/2/2014,1/31/2015,USD,902,1,123818,123818,30000,Los Angeles,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 1982588641  ,Stompz - The World of Virtual Reality at Your Feet,1/4/2015,3/11/2015,4/10/2015,USD,98,1,10267,10267,1.00E+05,Sacramento,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 411145464  ,Oceans Project: Bringing the Ocean Alive for Kids Worldwide,1/20/2015,2/7/2015,3/9/2015,GBP,139,1.53282311,4973,7622.72933,35000,Kendal,"England,""type""",United Kingdom,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,failed
 1225530140  ,Phone Silks - The best way to carry your smart phone!,2/16/2015,4/6/2015,5/31/2015,USD,152,1,26452,26452,25000,Aiken,"SC,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1067163623  ,"Coros LIVE, E-Paper Smartwatch, up to 6 Weeks Battery Life",3/9/2015,3/22/2015,4/21/2015,USD,134,1,7644,7644,20000,San Mateo,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,suspended
 1641118074  ,weActiv - Connect. Share. Compare!,3/13/2015,2/10/2016,3/11/2016,GBP,6,1.44265587,201,289.97383,5000,Northampton,"England,""type""",United Kingdom,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 471706273  ,Solofy Envy: A Solar Powered Backpack Without Compromise,3/17/2015,3/20/2015,5/3/2015,EUR,17,1.08191972,3500,3786.71902,9900,London,"England,""type""",United Kingdom,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 636724187  ,Ghost Shield Photochromic Technology (Canceled),4/23/2015,4/24/2015,5/24/2015,USD,27,1,1695,1695,3.00E+05,San Antonio,"TX,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1060254874  ,Torero's - CROSS Grabado Tech+ Smart Wallet (Canceled),4/23/2015,6/24/2015,8/23/2015,CAD,57,0.81131163,4065,3297.98178,2500,Ottawa,"ON,""type""",Canada,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1247618735  ,Global Outreach Program to Prevent Malaria,4/25/2015,4/28/2015,5/28/2015,USD,0,1,0,0,20000,West Decatur,"AL,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1545080113  ,"PASSFORT - Your digital life, secure!",4/28/2015,8/10/2015,9/17/2015,USD,1458,1,107511.9,107511.9,1.00E+05,New York,"NY,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1479851539  ,SelfiePICTEE,5/19/2015,5/19/2015,7/2/2015,USD,8,1,456,456,5.00E+05,Los Angeles,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 180001754  ,Dunλmis BackPack,6/4/2015,6/5/2015,7/6/2015,USD,7,1,418,418,20000,Bogota,"Distrito Especial,""type""",Colombia,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 985845203  ,IT'S WAY BEYOND ANY HOT OR COLD THERAPY PACK,6/14/2015,10/9/2015,11/8/2015,USD,17,1,922,922,25000,Boulder,"CO,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1543097050  ,"szimple, an intelligent all-in-one media center (Suspended)",6/15/2015,11/24/2015,1/8/2016,EUR,11,1.06121626,1050,1114.27707,150000,Valencia,"Valencia,""type""",Spain,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,suspended
 1426576520  ,Jewelbots: Friendship Bracelets That Teach Girls To Code,6/30/2015,7/8/2015,8/7/2015,USD,1820,1,166945,166945,30000,New York,"NY,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 537175035  ,OURA ring. Improve sleep. Perform better.,7/1/2015,8/18/2015,9/24/2015,USD,2383,1,651803,651803,1.00E+05,San Francisco,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 872998230  ,Vivi di Cuore - Heart Rate Watch,7/2/2015,7/4/2015,8/3/2015,EUR,0,1.10917621,0,0,5.00E+05,Siracusa,"Sicily,""type""",Italy,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1772675078  ,LIVV Headphones,7/10/2015,9/1/2015,10/1/2015,USD,624,1,117583,117583,75000,Dallas,"TX,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 2134528960  ,World`s first natural heat generating gloves and insoles,7/22/2015,8/7/2015,9/6/2015,GBP,1889,1.56138995,126072.5,196848.335,10000,Manchester,"England,""type""",United Kingdom,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1402626429  ,"LIFT, A Exosuit",7/23/2015,8/9/2015,8/29/2015,USD,0,1,0,0,2000,Fitchburg,"MA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1543028397  ,CrossHelmet - the smart motorcycle helmet,7/24/2015,9/12/2017,10/12/2017,USD,346,1,344336,344336,1.00E+05,Tokyo,"Tokyo Prefecture,""type""",Japan,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 863208642  ,Intrvl Band: The Wearable Personal Trainer (Canceled),7/30/2015,8/10/2015,9/19/2015,USD,245,1,12567,12567,21000,Salt Lake City,"UT,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 1386711117  ,The World's First Heated Down Jacket w/ 6X Mobile Charging,8/16/2015,10/1/2015,11/30/2015,USD,6480,1,1330293.33,1330293.33,1.00E+05,Provo,"UT,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 352676893  ,Headlight helmet,8/28/2015,9/9/2015,10/9/2015,CAD,0,0.75240582,0,0,5250,Ottawa,"ON,""type""",Canada,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1766765689  ,Project EXOSUS - An exoskeleton for the future.,8/30/2015,9/23/2015,10/26/2015,CAD,9,0.7555204,781,590.061432,780,Mississauga,"ON,""type""",Canada,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1436400002  ,Triple Sensory Headset,9/5/2015,9/8/2015,10/8/2015,USD,1,1,25,25,1000,Houston,"TX,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1626994670  ,WristReaders:  The World's First + Only Wrappable Eyewear,9/29/2015,10/15/2015,11/14/2015,USD,132,1,21465,21465,20000,Seattle,"WA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 1707641874  ,Better Beanie,10/2/2015,2/22/2016,4/22/2016,USD,81,1,3562,3562,20000,Santa Monica,"CA,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 223075211  ,"Remidi: First Wearable Instrument to Record, Play & Perform",10/21/2015,2/16/2016,3/18/2016,USD,530,1,137325.78,137325.78,50000,Austin,"TX,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,TRUE,successful
 668060039  ,Stereocap a new way to wear headphones,11/25/2015,5/16/2017,6/16/2017,EUR,80,1.09292484,30516,33351.6944,30000,Paris,"Ile-de-France,""type""",France,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 463753115  ,"Fashionable SmartWatch & Fitness, Android & IOS",11/30/2015,12/17/2015,1/16/2016,USD,18,1,1961,1961,50600,Miami,"FL,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
 1797392182  ,TheVDOCK V-GRIPS: Cell Phone BODY GRIPS - Phone Apparel WOW!,12/15/2015,2/10/2016,3/11/2016,USD,1,1,95,95,84000,Gastonia,"NC,""type""",United States,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,canceled
 560453949  ,NanoDri Sweat-blocking Shirts from Japan.,1/3/2016,1/14/2016,2/13/2016,USD,59,1,5240,5240,1000,Tokyo,"Tokyo Prefecture,""type""",Japan,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,successful
 679726492  ,VR Lens Lab - Prescription Lenses for Virtual Reality HMDs,1/11/2016,1/19/2016,2/3/2016,EUR,114,1.0894789,2319,2526.50157,5000,Stuttgart,"Baden-Wurttemberg,""type""",Germany,https://www.kickstarter.com/discover/categories/technology/wearables,FALSE,failed
