id,name,created_at,launched_at,deadline,backers_count,currency,pledged, goal_USD ,country,source_url,,,
919862684,Tabletop terrain from XPS foam: Buildings,4/24/2019,6/24/2019,8/8/2019,8504,nok,3542035.74," $1,079,668.00 ",   Norway,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
470556307,Electric Volleyball: LED Volleyball Net,3/10/2019,3/13/2019,5/12/2019,2,usd,2," $550,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/live%20games,,,
1975006817,Burgle Bros 2: The Casino Capers,9/26/2019,10/16/2019,11/6/2019,21735,usd,3410084.24," $250,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1433669141,American Civil War printable terrain tabletop and modeling,7/16/2019,11/5/2019,11/28/2019,1609,gbp,136578," $80,000.00 ",   Poland,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
851252173,Nude figure playing cards,4/20/2019,5/8/2019,6/7/2019,23,usd,1966," $75,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/live%20games,,,
1235953202,Castles & Crusades Codex Egyptium,6/17/2019,7/9/2019,8/23/2019,5698,usd,358133," $75,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
191795368,Playing Cards: The Jedi of the Old Republic,1/28/2019,2/18/2019,4/4/2019,1331,usd,157049," $50,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
229060132,Monster Menagerie: Gruesome Foes,1/29/2019,6/4/2019,6/28/2019,2378,usd,135083.28," $50,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1977071313,Cigar Box Battle - Double Sided Battle Mats! New Designs!,9/26/2019,9/26/2019,10/26/2019,90,hkd,53416," $48,000.00 ",   Hong Kong,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
148612159,In Thoth's Wake - Zine Quest Edition!,1/10/2019,2/12/2019,3/15/2019,5431,usd,528786," $40,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1185465369,Odyssey: ANTHROPOS,5/24/2019,6/18/2019,7/3/2019,5229,cad,265211.91," $36,500.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
265338582,"peculiarity oracle, sacred space and beautiful word cards",2/2/2019,3/5/2019,3/21/2019,5428,eur,389552," $30,000.00 ",   Spain,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
506366660,Secrets of the World Harvesters,3/19/2019,7/16/2019,8/6/2019,160,hkd,87445," $30,000.00 ",   Hong Kong,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
746887439,"Cash Quiz Live: Making Ads Fun, Challenging, & Rewarding",4/12/2019,4/27/2019,6/1/2019,3,hkd,40," $30,000.00 ",   Hong Kong,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
1683781890,Bridgehouse Playing Cards,8/15/2019,8/22/2019,9/6/2019,118,hkd,32134," $30,000.00 ",   Hong Kong,https://www.kickstarter.com/discover/categories/games/playing%20cards,,,
13547406,Epic Stuff Library vol 4: D&D 5E/Pathfinder adaptable.,1/13/2019,1/26/2019,3/2/2019,1,usd,1," $28,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/mobile%20games,,,
397149344,Bellum Sacrum Card Game,2/26/2019,3/19/2019,4/8/2019,473,usd,34332.5," $28,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
833136941,"Alkemy, Rados Cults",4/19/2019,5/1/2019,5/26/2019,893,eur,44556," $28,000.00 ",   Italy,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
376134156,Warbands of the Dark Beyond,2/22/2019,4/23/2019,5/29/2019,710,cad,46303.29," $27,000.00 ",   Canada,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2001270294,Double Cards - Cards that give you choices,10/3/2019,10/29/2019,11/16/2019,428,usd,23347," $26,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1626880018,Cochin Industrial District: 3d Printable World Building,8/10/2019,8/15/2019,9/5/2019,7838,usd,431368.21," $25,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
2034458156,"Magic Trick Science Tutoring Package, Fool your fellow!",10/15/2019,10/31/2019,11/15/2019,832,usd,52469," $25,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
1321289146,"Rod, Reel, & Fist",7/2/2019,11/5/2019,11/27/2019,712,usd,37048," $23,000.00 ",   United States,https://www.kickstarter.com/discover/categories/games/tabletop%20games,,,
